symbol,year,fiscal_date,shares_outstanding,dec_price,market_cap
JPM,2019,2019-04-30,2779089920,116.05,
JPM,2019,2019-05-31,2779089920,105.96,
JPM,2019,2019-06-30,2779089920,111.8,
JPM,2019,2019-07-31,2779089920,116.0,
JPM,2019,2019-08-31,2779089920,109.86,
JPM,2019,2019-09-30,2779089920,117.69,
JPM,2019,2019-10-31,2779089920,124.92,
JPM,2019,2019-11-30,2779089920,131.76,
JPM,2019,2019-12-31,2779089920,139.4,
JPM,2020,2020-01-31,2779089920,132.36,
JPM,2020,2020-02-29,2779089920,116.11,
JPM,2020,2020-03-31,2779089920,90.03,
JPM,2020,2020-04-30,2779089920,95.76,
JPM,2020,2020-05-31,2779089920,97.31,
JPM,2020,2020-06-30,2779089920,94.06,
JPM,2020,2020-07-31,2779089920,96.64,
JPM,2020,2020-08-31,2779089920,100.19,
JPM,2020,2020-09-30,2779089920,96.27,
JPM,2020,2020-10-31,2779089920,98.04,
JPM,2020,2020-11-30,2779089920,117.88,
JPM,2020,2020-12-31,2779089920,127.07,
JPM,2021,2021-01-31,2944149145,128.67,
JPM,2021,2021-02-28,2944149145,147.17,
JPM,2021,2021-03-31,2944149145,152.23,
JPM,2021,2021-04-30,2944149145,153.81,
JPM,2021,2021-05-31,2944149145,164.24,
JPM,2021,2021-06-30,2944149145,155.54,
JPM,2021,2021-07-31,2944149145,151.78,
JPM,2021,2021-08-31,2944149145,159.95,
JPM,2021,2021-09-30,2944149145,163.69,
JPM,2021,2021-10-31,2944149145,169.89,
JPM,2021,2021-11-30,2944149145,158.83,
JPM,2021,2021-12-31,2944149145,158.35,
JPM,2022,2022-01-31,2934257801,148.6,
JPM,2022,2022-02-28,2934257801,141.8,
JPM,2022,2022-03-31,2934257801,136.32,
JPM,2022,2022-04-30,2934257801,119.36,
JPM,2022,2022-05-31,2934257801,132.23,
JPM,2022,2022-06-30,2934257801,112.61,
JPM,2022,2022-07-31,2934257801,115.36,
JPM,2022,2022-08-31,2934257801,113.73,
JPM,2022,2022-09-30,2934257801,104.5,
JPM,2022,2022-10-31,2934257801,125.88,
JPM,2022,2022-11-30,2934257801,138.18,
JPM,2022,2022-12-31,2934257801,134.1,
JPM,2023,2023-01-31,2876658594,139.96,
JPM,2023,2023-02-28,2876658594,143.35,
JPM,2023,2023-03-31,2876658594,130.31,
JPM,2023,2023-04-30,2876658594,138.24,
JPM,2023,2023-05-31,2876658594,135.71,
JPM,2023,2023-06-30,2876658594,145.44,
JPM,2023,2023-07-31,2876658594,157.96,
JPM,2023,2023-08-31,2876658594,146.33,
JPM,2023,2023-09-30,2876658594,145.02,
JPM,2023,2023-10-31,2876658594,139.06,
JPM,2023,2023-11-30,2876658594,156.08,
JPM,2023,2023-12-31,2876658594,170.1,
KEY,2016,2016-01-31,1095939968,11.16,
KEY,2016,2016-02-29,1095939968,10.55,
KEY,2016,2016-03-31,1095939968,11.04,
KEY,2016,2016-04-30,1095939968,12.29,
KEY,2016,2016-05-31,1095939968,12.82,
KEY,2016,2016-06-30,1095939968,11.05,
KEY,2016,2016-07-31,1095939968,11.7,
KEY,2016,2016-08-31,1095939968,12.56,
KEY,2016,2016-09-30,1095939968,12.17,
KEY,2016,2016-10-31,1095939968,14.12,
KEY,2016,2016-11-30,1095939968,17.31,
KEY,2016,2016-12-31,1095939968,18.27,
KEY,2017,2017-01-31,1095939968,17.97,
KEY,2017,2017-02-28,1095939968,18.77,
KEY,2017,2017-03-31,1095939968,17.78,
KEY,2017,2017-04-30,1095939968,18.24,
KEY,2017,2017-05-31,1095939968,17.47,
KEY,2017,2017-06-30,1095939968,18.74,
KEY,2017,2017-07-31,1095939968,18.04,
KEY,2017,2017-08-31,1095939968,17.21,
KEY,2017,2017-09-30,1095939968,18.82,
KEY,2017,2017-10-31,1095939968,18.25,
KEY,2017,2017-11-30,1095939968,18.98,
KEY,2017,2017-12-31,1095939968,20.17,
KEY,2018,2018-01-31,1095939968,21.4,
KEY,2018,2018-02-28,1095939968,21.13,
KEY,2018,2018-03-31,1095939968,19.55,
KEY,2018,2018-04-30,1095939968,19.92,
KEY,2018,2018-05-31,1095939968,19.44,
KEY,2018,2018-06-30,1095939968,19.54,
KEY,2018,2018-07-31,1095939968,20.87,
KEY,2018,2018-08-31,1095939968,21.07,
KEY,2018,2018-09-30,1095939968,19.89,
KEY,2018,2018-10-31,1095939968,18.16,
KEY,2018,2018-11-30,1095939968,18.34,
KEY,2018,2018-12-31,1095939968,14.78,
KEY,2019,2019-01-31,1095939968,16.47,
KEY,2019,2019-02-28,1095939968,17.66,
KEY,2019,2019-03-31,1095939968,15.75,
KEY,2019,2019-04-30,1095939968,17.55,
KEY,2019,2019-05-31,1095939968,15.97,
KEY,2019,2019-06-30,1095939968,17.75,
KEY,2019,2019-07-31,1095939968,18.37,
KEY,2019,2019-08-31,1095939968,16.6,
KEY,2019,2019-09-30,1095939968,17.84,
KEY,2019,2019-10-31,1095939968,17.97,
KEY,2019,2019-11-30,1095939968,19.39,
KEY,2019,2019-12-31,1095939968,20.24,
KEY,2020,2020-01-31,1095939968,18.71,
KEY,2020,2020-02-29,1095939968,16.35,
KEY,2020,2020-03-31,1095939968,10.37,
KEY,2020,2020-04-30,1095939968,11.65,
KEY,2020,2020-05-31,1095939968,11.85,
KEY,2020,2020-06-30,1095939968,12.18,
KEY,2020,2020-07-31,1095939968,12.01,
KEY,2020,2020-08-31,1095939968,12.32,
KEY,2020,2020-09-30,1095939968,11.93,
KEY,2020,2020-10-31,1095939968,12.98,
KEY,2020,2020-11-30,1095939968,15.46,
KEY,2020,2020-12-31,1095939968,16.41,
KEY,2021,2021-01-31,928849770,16.86,
KEY,2021,2021-02-28,928849770,20.14,
KEY,2021,2021-03-31,928849770,19.98,
KEY,2021,2021-04-30,928849770,21.76,
KEY,2021,2021-05-31,928849770,23.04,
KEY,2021,2021-06-30,928849770,20.65,
KEY,2021,2021-07-31,928849770,19.66,
KEY,2021,2021-08-31,928849770,20.32,
KEY,2021,2021-09-30,928849770,21.62,
KEY,2021,2021-10-31,928849770,23.27,
KEY,2021,2021-11-30,928849770,22.44,
KEY,2021,2021-12-31,928849770,23.13,
KEY,2022,2022-01-31,933324581,25.06,
KEY,2022,2022-02-28,933324581,25.07,
KEY,2022,2022-03-31,933324581,22.38,
KEY,2022,2022-04-30,933324581,19.31,
KEY,2022,2022-05-31,933324581,19.96,
KEY,2022,2022-06-30,933324581,17.23,
KEY,2022,2022-07-31,933324581,18.3,
KEY,2022,2022-08-31,933324581,17.69,
KEY,2022,2022-09-30,933324581,16.02,
KEY,2022,2022-10-31,933324581,17.87,
KEY,2022,2022-11-30,933324581,18.81,
KEY,2022,2022-12-31,933324581,17.42,
KEY,2023,2023-01-31,936563987,19.19,
KEY,2023,2023-02-28,936563987,18.29,
KEY,2023,2023-03-31,936563987,12.52,
KEY,2023,2023-04-30,936563987,11.26,
KEY,2023,2023-05-31,936563987,9.34,
KEY,2023,2023-06-30,936563987,9.24,
KEY,2023,2023-07-31,936563987,12.31,
KEY,2023,2023-08-31,936563987,11.33,
KEY,2023,2023-09-30,936563987,10.76,
KEY,2023,2023-10-31,936563987,10.22,
KEY,2023,2023-11-30,936563987,12.39,
KEY,2023,2023-12-31,936563987,14.4,
LARK,2016,2016-01-31,5783080,16.076554,
LARK,2016,2016-02-29,5783080,15.792926,
LARK,2016,2016-03-31,5783080,16.121676,
LARK,2016,2016-04-30,5783080,16.553564,
LARK,2016,2016-05-31,5783080,16.179691,
LARK,2016,2016-06-30,5783080,16.327951,
LARK,2016,2016-07-31,5783080,16.598687,
LARK,2016,2016-08-31,5783080,16.817854,
LARK,2016,2016-09-30,5783080,16.933884,
LARK,2016,2016-10-31,5783080,17.082144,
LARK,2016,2016-11-30,5783080,18.294975,
LARK,2016,2016-12-31,5783080,18.971815,
LARK,2017,2017-01-31,5783080,20.643609,
LARK,2017,2017-02-28,5783080,20.061527,
LARK,2017,2017-03-31,5783080,20.115674,
LARK,2017,2017-04-30,5783080,20.880503,
LARK,2017,2017-05-31,5783080,20.643609,
LARK,2017,2017-06-30,5783080,20.846661,
LARK,2017,2017-07-31,5783080,20.068295,
LARK,2017,2017-08-31,5783080,19.797559,
LARK,2017,2017-09-30,5783080,19.12072,
LARK,2017,2017-10-31,5783080,20.542083,
LARK,2017,2017-11-30,5783080,20.609766,
LARK,2017,2017-12-31,5783080,20.609766,
LARK,2018,2018-01-31,5783080,20.325493,
LARK,2018,2018-02-28,5783080,20.538698,
LARK,2018,2018-03-31,5783080,20.609766,
LARK,2018,2018-04-30,5783080,20.467629,
LARK,2018,2018-05-31,5783080,20.083861,
LARK,2018,2018-06-30,5783080,20.254425,
LARK,2018,2018-07-31,5783080,20.126502,
LARK,2018,2018-08-31,5783080,20.751902,
LARK,2018,2018-09-30,5783080,20.609766,
LARK,2018,2018-10-31,5783080,19.366073,
LARK,2018,2018-11-30,5783080,17.722621,
LARK,2018,2018-12-31,5783080,17.092069,
LARK,2019,2019-01-31,5783080,17.207732,
LARK,2019,2019-02-28,5783080,17.767394,
LARK,2019,2019-03-31,5783080,17.021178,
LARK,2019,2019-04-30,5783080,18.491223,
LARK,2019,2019-05-31,5783080,17.386824,
LARK,2019,2019-06-30,5783080,17.871864,
LARK,2019,2019-07-31,5783080,17.722621,
LARK,2019,2019-08-31,5783080,17.088338,
LARK,2019,2019-09-30,5783080,17.3719,
LARK,2019,2019-10-31,5783080,17.30474,
LARK,2019,2019-11-30,5783080,18.608751,
LARK,2019,2019-12-31,5783080,19.627335,
LARK,2020,2020-01-31,5783080,19.400113,
LARK,2020,2020-02-29,5783080,18.060283,
LARK,2020,2020-03-31,5783080,15.983938,
LARK,2020,2020-04-30,5783080,17.214074,
LARK,2020,2020-05-31,5783080,19.588159,
LARK,2020,2020-06-30,5783080,19.360936,
LARK,2020,2020-07-31,5783080,16.140643,
LARK,2020,2020-08-31,5783080,16.461889,
LARK,2020,2020-09-30,5783080,16.728288,
LARK,2020,2020-10-31,5783080,18.373693,
LARK,2020,2020-11-30,5783080,19.494136,
LARK,2020,2020-12-31,5783080,18.798755,
LARK,2021,2021-01-31,5785183,19.424009,
LARK,2021,2021-02-28,5785183,20.139761,
LARK,2021,2021-03-31,5785183,21.735804,
LARK,2021,2021-04-30,5785183,19.785998,
LARK,2021,2021-05-31,5785183,21.299771,
LARK,2021,2021-06-30,5785183,22.221198,
LARK,2021,2021-07-31,5785183,22.71482,
LARK,2021,2021-08-31,5785183,22.772409,
LARK,2021,2021-09-30,5785183,22.780636,
LARK,2021,2021-10-31,5785183,23.562204,
LARK,2021,2021-11-30,5785183,24.774866,
LARK,2021,2021-12-31,5785183,24.619375,
LARK,2022,2022-01-31,5747588,24.619375,
LARK,2022,2022-02-28,5747588,23.185405,
LARK,2022,2022-03-31,5747588,22.744847,
LARK,2022,2022-04-30,5747588,22.071054,
LARK,2022,2022-05-31,5747588,22.045139,
LARK,2022,2022-06-30,5747588,21.889648,
LARK,2022,2022-07-31,5747588,21.449091,
LARK,2022,2022-08-31,5747588,22.053777,
LARK,2022,2022-09-30,5747588,22.088331,
LARK,2022,2022-10-31,5747588,22.502973,
LARK,2022,2022-11-30,5747588,22.295652,
LARK,2022,2022-12-31,5747588,20.526079,
LARK,2023,2023-01-31,5751474,20.2449,
LARK,2023,2023-02-28,5751474,20.979594,
LARK,2023,2023-03-31,5751474,18.739231,
LARK,2023,2023-04-30,5751474,18.367349,
LARK,2023,2023-05-31,5751474,18.639458,
LARK,2023,2023-06-30,5751474,19.773245,
LARK,2023,2023-07-31,5751474,19.229027,
LARK,2023,2023-08-31,5751474,17.405897,
LARK,2023,2023-09-30,5751474,16.507938,
LARK,2023,2023-10-31,5751474,15.138324,
LARK,2023,2023-11-30,5751474,18.466668,
LARK,2023,2023-12-31,5751474,18.457144,
LCNB,2016,2016-01-31,14167400,16.35,
LCNB,2016,2016-02-29,14167400,16.0,
LCNB,2016,2016-03-31,14167400,16.07,
LCNB,2016,2016-04-30,14167400,17.1,
LCNB,2016,2016-05-31,14167400,16.77,
LCNB,2016,2016-06-30,14167400,15.8,
LCNB,2016,2016-07-31,14167400,17.74,
LCNB,2016,2016-08-31,14167400,17.59,
LCNB,2016,2016-09-30,14167400,18.22,
LCNB,2016,2016-10-31,14167400,17.2,
LCNB,2016,2016-11-30,14167400,20.7,
LCNB,2016,2016-12-31,14167400,23.25,
LCNB,2017,2017-01-31,14167400,22.5,
LCNB,2017,2017-02-28,14167400,21.8,
LCNB,2017,2017-03-31,14167400,23.85,
LCNB,2017,2017-04-30,14167400,22.15,
LCNB,2017,2017-05-31,14167400,19.55,
LCNB,2017,2017-06-30,14167400,20.0,
LCNB,2017,2017-07-31,14167400,20.05,
LCNB,2017,2017-08-31,14167400,18.45,
LCNB,2017,2017-09-30,14167400,20.95,
LCNB,2017,2017-10-31,14167400,20.4,
LCNB,2017,2017-11-30,14167400,21.0,
LCNB,2017,2017-12-31,14167400,20.45,
LCNB,2018,2018-01-31,14167400,19.5,
LCNB,2018,2018-02-28,14167400,18.5,
LCNB,2018,2018-03-31,14167400,19.0,
LCNB,2018,2018-04-30,14167400,18.7,
LCNB,2018,2018-05-31,14167400,19.55,
LCNB,2018,2018-06-30,14167400,19.7,
LCNB,2018,2018-07-31,14167400,18.6,
LCNB,2018,2018-08-31,14167400,18.6,
LCNB,2018,2018-09-30,14167400,18.65,
LCNB,2018,2018-10-31,14167400,16.99,
LCNB,2018,2018-11-30,14167400,16.04,
LCNB,2018,2018-12-31,14167400,15.15,
LCNB,2019,2019-01-31,14167400,16.5,
LCNB,2019,2019-02-28,14167400,17.0,
LCNB,2019,2019-03-31,14167400,17.15,
LCNB,2019,2019-04-30,14167400,17.0,
LCNB,2019,2019-05-31,14167400,16.97,
LCNB,2019,2019-06-30,14167400,19.0,
LCNB,2019,2019-07-31,14167400,18.01,
LCNB,2019,2019-08-31,14167400,16.77,
LCNB,2019,2019-09-30,14167400,17.74,
LCNB,2019,2019-10-31,14167400,18.08,
LCNB,2019,2019-11-30,14167400,18.49,
LCNB,2019,2019-12-31,14167400,19.3,
LCNB,2020,2020-01-31,14167400,16.57,
LCNB,2020,2020-02-29,14167400,15.83,
LCNB,2020,2020-03-31,14167400,12.6,
LCNB,2020,2020-04-30,14167400,14.34,
LCNB,2020,2020-05-31,14167400,14.87,
LCNB,2020,2020-06-30,14167400,15.96,
LCNB,2020,2020-07-31,14167400,12.52,
LCNB,2020,2020-08-31,14167400,14.66,
LCNB,2020,2020-09-30,14167400,13.65,
LCNB,2020,2020-10-31,14167400,13.76,
LCNB,2020,2020-11-30,14167400,14.8,
LCNB,2020,2020-12-31,14167400,14.69,
LCNB,2021,2021-01-31,12414956,15.38,
LCNB,2021,2021-02-28,12414956,16.97,
LCNB,2021,2021-03-31,12414956,17.5,
LCNB,2021,2021-04-30,12414956,18.12,
LCNB,2021,2021-05-31,12414956,17.64,
LCNB,2021,2021-06-30,12414956,16.37,
LCNB,2021,2021-07-31,12414956,16.84,
LCNB,2021,2021-08-31,12414956,17.48,
LCNB,2021,2021-09-30,12414956,17.64,
LCNB,2021,2021-10-31,12414956,17.05,
LCNB,2021,2021-11-30,12414956,19.15,
LCNB,2021,2021-12-31,12414956,19.53,
LCNB,2022,2022-01-31,11259080,20.05,
LCNB,2022,2022-02-28,11259080,18.19,
LCNB,2022,2022-03-31,11259080,17.56,
LCNB,2022,2022-04-30,11259080,16.08,
LCNB,2022,2022-05-31,11259080,15.83,
LCNB,2022,2022-06-30,11259080,14.95,
LCNB,2022,2022-07-31,11259080,15.5,
LCNB,2022,2022-08-31,11259080,15.96,
LCNB,2022,2022-09-30,11259080,15.86,
LCNB,2022,2022-10-31,11259080,17.61,
LCNB,2022,2022-11-30,11259080,18.24,
LCNB,2022,2022-12-31,11259080,18.0,
LCNB,2023,2023-01-31,13173569,18.25,
LCNB,2023,2023-02-28,13173569,18.27,
LCNB,2023,2023-03-31,13173569,16.34,
LCNB,2023,2023-04-30,13173569,15.3,
LCNB,2023,2023-05-31,13173569,13.59,
LCNB,2023,2023-06-30,13173569,14.76,
LCNB,2023,2023-07-31,13173569,17.53,
LCNB,2023,2023-08-31,13173569,14.91,
LCNB,2023,2023-09-30,13173569,14.27,
LCNB,2023,2023-10-31,13173569,13.99,
LCNB,2023,2023-11-30,13173569,14.56,
LCNB,2023,2023-12-31,13173569,15.77,
LKFN,2016,2016-01-31,25556900,29.193348,
LKFN,2016,2016-02-29,25556900,28.473348,
LKFN,2016,2016-03-31,25556900,30.520015,
LKFN,2016,2016-04-30,25556900,31.526682,
LKFN,2016,2016-05-31,25556900,32.71335,
LKFN,2016,2016-06-30,25556900,31.340016,
LKFN,2016,2016-07-31,25556900,34.23335,
LKFN,2016,2016-08-31,25556900,35.84,
LKFN,2016,2016-09-30,25556900,35.42,
LKFN,2016,2016-10-31,25556900,36.84,
LKFN,2016,2016-11-30,25556900,42.2,
LKFN,2016,2016-12-31,25556900,47.36,
LKFN,2017,2017-01-31,25556900,44.42,
LKFN,2017,2017-02-28,25556900,45.39,
LKFN,2017,2017-03-31,25556900,43.12,
LKFN,2017,2017-04-30,25556900,45.66,
LKFN,2017,2017-05-31,25556900,42.43,
LKFN,2017,2017-06-30,25556900,45.88,
LKFN,2017,2017-07-31,25556900,46.0,
LKFN,2017,2017-08-31,25556900,43.46,
LKFN,2017,2017-09-30,25556900,48.72,
LKFN,2017,2017-10-31,25556900,48.28,
LKFN,2017,2017-11-30,25556900,50.68,
LKFN,2017,2017-12-31,25556900,48.49,
LKFN,2018,2018-01-31,25556900,48.07,
LKFN,2018,2018-02-28,25556900,45.31,
LKFN,2018,2018-03-31,25556900,46.23,
LKFN,2018,2018-04-30,25556900,47.52,
LKFN,2018,2018-05-31,25556900,48.79,
LKFN,2018,2018-06-30,25556900,48.19,
LKFN,2018,2018-07-31,25556900,48.49,
LKFN,2018,2018-08-31,25556900,49.27,
LKFN,2018,2018-09-30,25556900,46.48,
LKFN,2018,2018-10-31,25556900,43.03,
LKFN,2018,2018-11-30,25556900,46.3,
LKFN,2018,2018-12-31,25556900,40.16,
LKFN,2019,2019-01-31,25556900,45.03,
LKFN,2019,2019-02-28,25556900,48.32,
LKFN,2019,2019-03-31,25556900,45.22,
LKFN,2019,2019-04-30,25556900,47.75,
LKFN,2019,2019-05-31,25556900,43.95,
LKFN,2019,2019-06-30,25556900,46.83,
LKFN,2019,2019-07-31,25556900,45.99,
LKFN,2019,2019-08-31,25556900,42.33,
LKFN,2019,2019-09-30,25556900,43.98,
LKFN,2019,2019-10-31,25556900,46.55,
LKFN,2019,2019-11-30,25556900,47.12,
LKFN,2019,2019-12-31,25556900,48.93,
LKFN,2020,2020-01-31,25556900,47.44,
LKFN,2020,2020-02-29,25556900,40.87,
LKFN,2020,2020-03-31,25556900,36.75,
LKFN,2020,2020-04-30,25556900,42.33,
LKFN,2020,2020-05-31,25556900,42.69,
LKFN,2020,2020-06-30,25556900,46.59,
LKFN,2020,2020-07-31,25556900,44.26,
LKFN,2020,2020-08-31,25556900,45.69,
LKFN,2020,2020-09-30,25556900,41.2,
LKFN,2020,2020-10-31,25556900,51.13,
LKFN,2020,2020-11-30,25556900,50.79,
LKFN,2020,2020-12-31,25556900,53.58,
LKFN,2021,2021-01-31,25300793,58.7,
LKFN,2021,2021-02-28,25300793,68.95,
LKFN,2021,2021-03-31,25300793,69.19,
LKFN,2021,2021-04-30,25300793,65.23,
LKFN,2021,2021-05-31,25300793,61.71,
LKFN,2021,2021-06-30,25300793,61.64,
LKFN,2021,2021-07-31,25300793,66.87,
LKFN,2021,2021-08-31,25300793,66.41,
LKFN,2021,2021-09-30,25300793,71.24,
LKFN,2021,2021-10-31,25300793,71.87,
LKFN,2021,2021-11-30,25300793,70.62,
LKFN,2021,2021-12-31,25300793,80.14,
LKFN,2022,2022-01-31,25349225,79.93,
LKFN,2022,2022-02-28,25349225,80.21,
LKFN,2022,2022-03-31,25349225,73.0,
LKFN,2022,2022-04-30,25349225,72.82,
LKFN,2022,2022-05-31,25349225,72.16,
LKFN,2022,2022-06-30,25349225,66.42,
LKFN,2022,2022-07-31,25349225,77.8,
LKFN,2022,2022-08-31,25349225,75.34,
LKFN,2022,2022-09-30,25349225,72.81,
LKFN,2022,2022-10-31,25349225,82.65,
LKFN,2022,2022-11-30,25349225,78.96,
LKFN,2022,2022-12-31,25349225,72.97,
LKFN,2023,2023-01-31,25430566,70.71,
LKFN,2023,2023-02-28,25430566,71.62,
LKFN,2023,2023-03-31,25430566,62.64,
LKFN,2023,2023-04-30,25430566,50.67,
LKFN,2023,2023-05-31,25430566,50.23,
LKFN,2023,2023-06-30,25430566,48.52,
LKFN,2023,2023-07-31,25430566,55.44,
LKFN,2023,2023-08-31,25430566,52.13,
LKFN,2023,2023-09-30,25430566,47.46,
LKFN,2023,2023-10-31,25430566,49.25,
LKFN,2023,2023-11-30,25430566,55.55,
LKFN,2023,2023-12-31,25430566,65.16,
MBWM,2016,2016-01-31,16235200,21.474275,
MBWM,2016,2016-02-29,16235200,21.685655,
MBWM,2016,2016-03-31,16235200,21.541532,
MBWM,2016,2016-04-30,16235200,23.174922,
MBWM,2016,2016-05-31,16235200,23.482384,
MBWM,2016,2016-06-30,16235200,22.92511,
MBWM,2016,2016-07-31,16235200,24.193389,
MBWM,2016,2016-08-31,16235200,25.749914,
MBWM,2016,2016-09-30,16235200,25.797955,
MBWM,2016,2016-10-31,16235200,26.441703,
MBWM,2016,2016-11-30,16235200,31.524428,
MBWM,2016,2016-12-31,16235200,36.747321,
MBWM,2017,2017-01-31,16235200,31.483779,
MBWM,2017,2017-02-28,16235200,32.594971,
MBWM,2017,2017-03-31,16235200,33.530712,
MBWM,2017,2017-04-30,16235200,32.78017,
MBWM,2017,2017-05-31,16235200,30.284861,
MBWM,2017,2017-06-30,16235200,30.6845,
MBWM,2017,2017-07-31,16235200,31.015909,
MBWM,2017,2017-08-31,16235200,29.622045,
MBWM,2017,2017-09-30,16235200,34.018077,
MBWM,2017,2017-10-31,16235200,35.187753,
MBWM,2017,2017-11-30,16235200,36.17223,
MBWM,2017,2017-12-31,16235200,34.4762,
MBWM,2018,2018-01-31,16235200,34.00833,
MBWM,2018,2018-02-28,16235200,32.263563,
MBWM,2018,2018-03-31,16235200,32.409773,
MBWM,2018,2018-04-30,16235200,34.407969,
MBWM,2018,2018-05-31,16235200,35.187753,
MBWM,2018,2018-06-30,16235200,36.026021,
MBWM,2018,2018-07-31,16235200,34.62241,
MBWM,2018,2018-08-31,16235200,34.515189,
MBWM,2018,2018-09-30,16235200,32.52674,
MBWM,2018,2018-10-31,16235200,30.957425,
MBWM,2018,2018-11-30,16235200,31.132876,
MBWM,2018,2018-12-31,16235200,28.26,
MBWM,2019,2019-01-31,16235200,33.2,
MBWM,2019,2019-02-28,16235200,34.63,
MBWM,2019,2019-03-31,16235200,32.72,
MBWM,2019,2019-04-30,16235200,33.8,
MBWM,2019,2019-05-31,16235200,30.85,
MBWM,2019,2019-06-30,16235200,32.58,
MBWM,2019,2019-07-31,16235200,33.6,
MBWM,2019,2019-08-31,16235200,30.77,
MBWM,2019,2019-09-30,16235200,32.8,
MBWM,2019,2019-10-31,16235200,35.21,
MBWM,2019,2019-11-30,16235200,35.25,
MBWM,2019,2019-12-31,16235200,36.47,
MBWM,2020,2020-01-31,16235200,32.77,
MBWM,2020,2020-02-29,16235200,28.69,
MBWM,2020,2020-03-31,16235200,21.17,
MBWM,2020,2020-04-30,16235200,23.6,
MBWM,2020,2020-05-31,16235200,22.94,
MBWM,2020,2020-06-30,16235200,22.6,
MBWM,2020,2020-07-31,16235200,21.29,
MBWM,2020,2020-08-31,16235200,21.84,
MBWM,2020,2020-09-30,16235200,18.02,
MBWM,2020,2020-10-31,16235200,21.86,
MBWM,2020,2020-11-30,16235200,24.83,
MBWM,2020,2020-12-31,16235200,27.17,
MBWM,2021,2021-01-31,15839944,27.15,
MBWM,2021,2021-02-28,15839944,29.24,
MBWM,2021,2021-03-31,15839944,32.47,
MBWM,2021,2021-04-30,15839944,32.28,
MBWM,2021,2021-05-31,15839944,32.3,
MBWM,2021,2021-06-30,15839944,30.2,
MBWM,2021,2021-07-31,15839944,31.25,
MBWM,2021,2021-08-31,15839944,31.2,
MBWM,2021,2021-09-30,15839944,32.03,
MBWM,2021,2021-10-31,15839944,34.37,
MBWM,2021,2021-11-30,15839944,33.58,
MBWM,2021,2021-12-31,15839944,35.03,
MBWM,2022,2022-01-31,15994884,38.47,
MBWM,2022,2022-02-28,15994884,36.87,
MBWM,2022,2022-03-31,15994884,35.42,
MBWM,2022,2022-04-30,15994884,31.4,
MBWM,2022,2022-05-31,15994884,33.05,
MBWM,2022,2022-06-30,15994884,31.95,
MBWM,2022,2022-07-31,15994884,35.44,
MBWM,2022,2022-08-31,15994884,33.08,
MBWM,2022,2022-09-30,15994884,29.71,
MBWM,2022,2022-10-31,15994884,34.95,
MBWM,2022,2022-11-30,15994884,34.81,
MBWM,2022,2022-12-31,15994884,33.48,
MBWM,2023,2023-01-31,16125662,34.33,
MBWM,2023,2023-02-28,16125662,34.59,
MBWM,2023,2023-03-31,16125662,30.58,
MBWM,2023,2023-04-30,16125662,28.06,
MBWM,2023,2023-05-31,16125662,26.03,
MBWM,2023,2023-06-30,16125662,27.62,
MBWM,2023,2023-07-31,16125662,35.12,
MBWM,2023,2023-08-31,16125662,33.38,
MBWM,2023,2023-09-30,16125662,30.91,
MBWM,2023,2023-10-31,16125662,32.94,
MBWM,2023,2023-11-30,16125662,34.39,
MBWM,2023,2023-12-31,16125662,40.38,
MFIN,2016,2016-01-31,23236500,6.68,
MFIN,2016,2016-02-29,23236500,8.08,
MFIN,2016,2016-03-31,23236500,9.23,
MFIN,2016,2016-04-30,23236500,7.7,
MFIN,2016,2016-05-31,23236500,7.7,
MFIN,2016,2016-06-30,23236500,7.38,
MFIN,2016,2016-07-31,23236500,8.09,
MFIN,2016,2016-08-31,23236500,4.73,
MFIN,2016,2016-09-30,23236500,4.22,
MFIN,2016,2016-10-31,23236500,3.44,
MFIN,2016,2016-11-30,23236500,3.26,
MFIN,2016,2016-12-31,23236500,3.02,
MFIN,2017,2017-01-31,23236500,2.25,
MFIN,2017,2017-02-28,23236500,2.19,
MFIN,2017,2017-03-31,23236500,1.98,
MFIN,2017,2017-04-30,23236500,2.04,
MFIN,2017,2017-05-31,23236500,2.65,
MFIN,2017,2017-06-30,23236500,2.39,
MFIN,2017,2017-07-31,23236500,2.54,
MFIN,2017,2017-08-31,23236500,2.38,
MFIN,2017,2017-09-30,23236500,2.17,
MFIN,2017,2017-10-31,23236500,2.19,
MFIN,2017,2017-11-30,23236500,2.72,
MFIN,2017,2017-12-31,23236500,3.56,
MFIN,2018,2018-01-31,23236500,4.31,
MFIN,2018,2018-02-28,23236500,4.54,
MFIN,2018,2018-03-31,23236500,4.65,
MFIN,2018,2018-04-30,23236500,4.08,
MFIN,2018,2018-05-31,23236500,4.96,
MFIN,2018,2018-06-30,23236500,5.48,
MFIN,2018,2018-07-31,23236500,5.18,
MFIN,2018,2018-08-31,23236500,6.53,
MFIN,2018,2018-09-30,23236500,6.65,
MFIN,2018,2018-10-31,23236500,6.8,
MFIN,2018,2018-11-30,23236500,5.98,
MFIN,2018,2018-12-31,23236500,4.69,
MFIN,2019,2019-01-31,23236500,5.29,
MFIN,2019,2019-02-28,23236500,7.09,
MFIN,2019,2019-03-31,23236500,6.9,
MFIN,2019,2019-04-30,23236500,6.81,
MFIN,2019,2019-05-31,23236500,6.67,
MFIN,2019,2019-06-30,23236500,6.74,
MFIN,2019,2019-07-31,23236500,5.01,
MFIN,2019,2019-08-31,23236500,4.75,
